Gene_ID,amikacin,amoxicillin/clavulanic acid,ampicillin,ampicillin/sulbactam,cefalotin,cefepime,cefotaxime,cefoxitin,cefpodoxime,ceftiofur,ceftriaxone,cefuroxime,ciprofloxacin,colistin,doripenem,ertapenem,fosfomycin,gentamicin,imipenem,levofloxacin,meropenem,nitrofurantoin,norfloxacin,ofloxacin,piperacillin/tazobactam,polymyxin B,tigecycline,tobramycin,trimethoprim/sulfamethoxazole
JANIOX010000001,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000002,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000003,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000004,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000005,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000006,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000007,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000008,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOX010000009,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,4.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000001,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000010,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000011,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000012,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000013,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000014,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000015,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000016,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000017,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000018,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000019,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000002,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000020,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000021,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000022,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000023,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000024,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000025,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000026,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000027,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000028,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000029,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000003,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000004,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000005,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000006,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000007,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000008,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOW010000009,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,16.0,,1.0,8.0,5.0
JANIOV010000001,16.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,4.0,,1.0,64.0,4.0,2.0,4.0,8.0,,,,16.0,,1.0,8.0,5.0
JANIOV010000002,16.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,4.0,,1.0,64.0,4.0,2.0,4.0,8.0,,,,16.0,,1.0,8.0,5.0
JANIOV010000003,16.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,4.0,,1.0,64.0,4.0,2.0,4.0,8.0,,,,16.0,,1.0,8.0,5.0
JANIOV010000004,16.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,4.0,,1.0,64.0,4.0,2.0,4.0,8.0,,,,16.0,,1.0,8.0,5.0
JANIOV010000005,16.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,4.0,,1.0,64.0,4.0,2.0,4.0,8.0,,,,16.0,,1.0,8.0,5.0
JANIOY010000001,32.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,4.0,,1.0,8.0,5.0
JANIOY010000002,32.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,4.0,,1.0,8.0,5.0
JANIOY010000003,32.0,2.0,16.0,2.0,,8.0,4.0,16.0,,,,16.0,2.0,2.0,,1.0,,8.0,1.0,4.0,4.0,,,,4.0,,1.0,8.0,5.0
JANIOZ010000001,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JANIOZ010000002,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JANIOZ010000003,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JANIOZ010000004,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JANIOZ010000005,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JANIOZ010000006,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JANIOZ010000007,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JANIOZ010000008,16.0,2.0,16.0,2.0,,8.0,16.0,16.0,,,,16.0,4.0,2.0,,2.0,64.0,8.0,1.0,8.0,2.0,,,,2.0,,64.0,2.0,5.0
JAODJF010000010,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000011,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000012,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000013,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000014,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000015,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000016,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000017,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000018,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000019,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000001,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000020,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000021,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000022,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000023,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000024,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000025,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000026,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000027,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000028,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000029,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000002,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000030,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000031,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000032,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000033,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000034,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000035,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000036,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000037,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000038,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000039,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000003,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000040,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000041,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000042,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000043,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000044,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000045,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000046,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000047,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000048,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000049,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000004,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000050,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000051,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000052,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000053,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000054,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000055,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000056,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000057,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000058,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000059,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000005,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000060,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000061,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000062,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000063,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000064,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000065,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000066,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000067,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000068,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000069,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000006,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000070,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000071,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000072,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000073,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000074,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000075,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000076,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000077,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000078,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000079,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000007,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000080,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000081,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000082,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000083,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000008,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJF010000009,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000010,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000011,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000012,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000013,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000014,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000015,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000016,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000017,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000018,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000019,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000001,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000020,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000021,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000022,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000023,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000024,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000025,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000026,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000027,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000028,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000029,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000002,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000030,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000031,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000032,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000033,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000034,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000035,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000036,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000037,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000038,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000039,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000003,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000040,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000041,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000042,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000043,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000044,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000045,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000046,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000047,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000048,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
JAODJE010000049,2.0,,32.0,,,64.0,64.0,,,,,64.0,4.0,5.0,,8.0,,8.0,,,16.0,,,,,,,,
